court,jurisdiction,name,year,published,unpublished
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",1991,28,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",1992,47,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",1993,37,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",1994,35,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",1995,52,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",1996,40,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",1997,37,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",1998,38,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",1999,32,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2000,33,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2001,166,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2002,394,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2003,420,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2004,389,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2005,399,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2006,437,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2007,413,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2008,624,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2009,632,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2010,749,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2011,498,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2012,45,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2013,381,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2014,424,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2015,3129,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2016,241,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2017,328,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2018,305,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2019,378,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2020,250,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2021,271,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2022,282,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2023,299,0
txctapp12,SA,"Texas Court of Appeals, 12th District (Tyler)",2024,315,0
txctapp13,SA,"Texas Court of Appeals, 13th District",1990,144,0
txctapp13,SA,"Texas Court of Appeals, 13th District",1991,137,0
txctapp13,SA,"Texas Court of Appeals, 13th District",1992,143,0
txctapp13,SA,"Texas Court of Appeals, 13th District",1993,164,0
txctapp13,SA,"Texas Court of Appeals, 13th District",1994,124,0
txctapp13,SA,"Texas Court of Appeals, 13th District",1995,99,0
txctapp13,SA,"Texas Court of Appeals, 13th District",1996,116,0
txctapp13,SA,"Texas Court of Appeals, 13th District",1997,132,0
txctapp13,SA,"Texas Court of Appeals, 13th District",1998,115,0
txctapp13,SA,"Texas Court of Appeals, 13th District",1999,136,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2000,688,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2001,780,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2002,814,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2003,639,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2004,882,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2005,864,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2006,878,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2007,683,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2008,1500,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2009,1632,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2010,1452,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2011,1271,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2012,712,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2013,992,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2014,1817,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2015,2633,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2016,741,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2017,313,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2018,1248,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2019,1290,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2020,886,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2021,1218,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2022,1317,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2023,926,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2024,1097,0
txctapp13,SA,"Texas Court of Appeals, 13th District",2025,1026,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",1994,1,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",1995,92,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",1996,156,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",1997,147,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",1998,150,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",1999,189,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2000,164,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2001,165,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2002,759,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2003,1251,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2004,1230,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2005,1140,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2006,1268,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2007,1160,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2008,1118,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2009,1226,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2010,1269,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2011,1647,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2012,2799,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2013,2859,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2014,2963,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2015,3877,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2016,1332,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2017,569,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2018,1311,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2019,1745,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2020,1211,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2021,1175,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2022,1175,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2023,825,0
txctapp14,SA,"Texas Court of Appeals, 14th District (Houston)",2024,894,0
txctapp15,SA,"Texas Court of Appeals, 15th District",2015,50,0
txctapp15,SA,"Texas Court of Appeals, 15th District",2016,1,0
txctapp15,SA,"Texas Court of Appeals, 15th District",2024,28,0
txctapp15,SA,"Texas Court of Appeals, 15th District",2025,2261,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",1990,1,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",1991,2,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",1995,3,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",1996,6,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",1997,6,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",1998,6,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2002,12,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2003,1684,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2004,1626,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2005,1695,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2006,1689,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2007,1499,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2008,2279,1
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2009,2386,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2010,2028,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2011,1753,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2012,1613,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2013,1541,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2014,1557,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2015,1774,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2016,921,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2017,450,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2018,1217,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2019,1400,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2020,926,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2021,1081,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2022,1086,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2023,1017,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2024,1101,0
txctapp2,SA,"Texas Court of Appeals, 2nd District (Fort Worth)",2025,1480,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",1991,202,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",1992,524,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",1993,544,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",1994,490,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",1995,821,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",1996,773,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",1997,718,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",1998,802,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",1999,917,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2000,937,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2001,1277,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2002,1720,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2003,1598,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2004,1542,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2005,1704,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2006,1810,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2007,1536,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2008,1962,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2009,1856,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2010,1975,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2011,1504,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2012,1597,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2013,1576,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2014,1829,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2015,5314,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2016,1120,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2017,496,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2018,971,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2019,1320,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2020,988,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2021,1150,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2022,1162,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2023,959,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2024,1087,0
txctapp3,SA,"Texas Court of Appeals, 3rd District (Austin)",2025,1388,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",1990,94,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",1991,100,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",1992,78,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",1993,67,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",1994,71,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",1995,126,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",1996,152,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",1997,170,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",1998,294,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",1999,331,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2000,292,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2001,294,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2002,310,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2003,291,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2004,284,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2005,293,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2006,260,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2007,240,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2008,748,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2009,1095,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2010,1068,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2011,1044,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2012,815,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2013,1799,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2014,4546,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2015,6546,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2016,2047,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2017,1337,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2018,3241,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2019,3652,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2020,2336,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2021,2323,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2022,2597,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2023,1385,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2024,1268,0
txctapp4,SA,"Texas Court of Appeals, 4th District (San Antonio)",2025,1772,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",1990,156,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",1991,131,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",1992,170,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",1993,119,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",1994,108,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",1995,76,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",1996,69,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",1997,81,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",1998,89,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",1999,105,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2000,99,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2001,81,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2002,67,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2003,162,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2004,167,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2005,201,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2006,213,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2007,207,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2008,251,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2009,186,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2010,213,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2011,188,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2012,1229,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2013,4730,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2014,4594,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2015,5212,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2016,1610,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2017,967,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2018,2600,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2019,3656,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2020,2187,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2021,2077,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2022,2330,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2023,1229,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2024,1175,0
txctapp5,SA,"Texas Court of Appeals, 5th District (Dallas)",2025,25,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",1992,1,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",1993,32,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",1994,62,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",1995,76,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",1996,69,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",1997,65,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",1998,82,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",1999,101,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2000,119,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2001,213,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2002,547,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2003,639,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2004,485,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2005,505,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2006,492,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2007,488,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2008,832,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2009,651,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2010,720,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2011,744,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2012,391,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2013,774,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2014,832,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2015,1941,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2016,613,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2017,364,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2018,630,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2019,845,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2020,512,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2021,389,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2022,526,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2023,611,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2024,597,0
txctapp6,SA,"Texas Court of Appeals, 6th District (Texarkana)",2025,664,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",1990,34,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",1991,30,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",1992,45,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",1993,40,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",1994,47,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",1995,64,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",1996,60,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",1997,53,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",1998,78,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",1999,69,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2000,454,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2001,1136,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2002,1757,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2003,1714,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2004,1745,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2005,1743,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2006,1734,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2007,1649,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2008,1785,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2009,1717,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2010,1528,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2011,1550,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2012,1090,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2013,648,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2014,595,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2015,813,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2016,285,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2017,197,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2018,359,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2019,512,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2020,319,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2021,369,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2022,308,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2023,418,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2024,445,0
txctapp7,SA,"Texas Court of Appeals, 7th District (Amarillo)",2025,411,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",1990,75,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",1991,60,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",1992,85,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",1993,85,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",1994,95,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",1995,92,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",1996,80,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",1997,77,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",1998,54,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",1999,56,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2000,55,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2001,45,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2002,306,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2003,605,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2004,617,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2005,656,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2006,446,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2007,381,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2008,555,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2009,783,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2010,974,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2011,798,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2012,703,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2013,810,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2014,1011,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2015,857,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2016,707,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2017,606,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2018,718,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2019,998,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2020,659,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2021,795,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2022,625,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2023,682,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2024,700,0
txctapp8,SA,"Texas Court of Appeals, 8th District (El Paso)",2025,697,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",1990,42,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",1991,40,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",1992,40,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",1993,48,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",1994,65,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",1995,42,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",1996,50,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",1997,47,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",1998,66,0
