court,jurisdiction,name,year,published,unpublished
masssuperct,SA,Massachusetts Superior Court,2011,291,11
masssuperct,SA,Massachusetts Superior Court,2012,266,0
masssuperct,SA,Massachusetts Superior Court,2013,167,0
masssuperct,SA,Massachusetts Superior Court,2014,140,0
masssuperct,SA,Massachusetts Superior Court,2015,116,0
masssuperct,SA,Massachusetts Superior Court,2016,109,0
masssuperct,SA,Massachusetts Superior Court,2017,5,0
masssuperct,SA,Massachusetts Superior Court,2018,4,0
masssuperct,SA,Massachusetts Superior Court,2019,18,0
masssuperct,SA,Massachusetts Superior Court,2020,32,0
masssuperct,SA,Massachusetts Superior Court,2021,24,0
masssuperct,SA,Massachusetts Superior Court,2022,22,0
masssuperct,SA,Massachusetts Superior Court,2023,26,0
masssuperct,SA,Massachusetts Superior Court,2024,45,0
masssuperct,SA,Massachusetts Superior Court,2025,87,0
md,S,Court of Appeals of Maryland,1990,216,0
md,S,Court of Appeals of Maryland,1991,209,0
md,S,Court of Appeals of Maryland,1992,186,1
md,S,Court of Appeals of Maryland,1993,223,0
md,S,Court of Appeals of Maryland,1994,182,0
md,S,Court of Appeals of Maryland,1995,189,0
md,S,Court of Appeals of Maryland,1996,164,0
md,S,Court of Appeals of Maryland,1997,224,0
md,S,Court of Appeals of Maryland,1998,202,0
md,S,Court of Appeals of Maryland,1999,210,0
md,S,Court of Appeals of Maryland,2000,173,0
md,S,Court of Appeals of Maryland,2001,591,1
md,S,Court of Appeals of Maryland,2002,196,0
md,S,Court of Appeals of Maryland,2003,231,0
md,S,Court of Appeals of Maryland,2004,243,0
md,S,Court of Appeals of Maryland,2005,279,0
md,S,Court of Appeals of Maryland,2006,309,0
md,S,Court of Appeals of Maryland,2007,360,0
md,S,Court of Appeals of Maryland,2008,659,0
md,S,Court of Appeals of Maryland,2009,764,0
md,S,Court of Appeals of Maryland,2010,672,0
md,S,Court of Appeals of Maryland,2011,698,0
md,S,Court of Appeals of Maryland,2012,414,0
md,S,Court of Appeals of Maryland,2013,234,0
md,S,Court of Appeals of Maryland,2014,290,0
md,S,Court of Appeals of Maryland,2015,243,0
md,S,Court of Appeals of Maryland,2016,1111,0
md,S,Court of Appeals of Maryland,2017,1460,0
md,S,Court of Appeals of Maryland,2018,757,0
md,S,Court of Appeals of Maryland,2019,502,0
md,S,Court of Appeals of Maryland,2020,143,0
md,S,Court of Appeals of Maryland,2021,158,0
md,S,Court of Appeals of Maryland,2022,184,0
md,S,Court of Appeals of Maryland,2023,123,0
md,S,Court of Appeals of Maryland,2024,123,0
md,S,Court of Appeals of Maryland,2025,103,0
mdctspecapp,SA,Court of Special Appeals of Maryland,1990,194,0
mdctspecapp,SA,Court of Special Appeals of Maryland,1991,235,0
mdctspecapp,SA,Court of Special Appeals of Maryland,1992,198,0
mdctspecapp,SA,Court of Special Appeals of Maryland,1993,176,0
mdctspecapp,SA,Court of Special Appeals of Maryland,1994,177,0
mdctspecapp,SA,Court of Special Appeals of Maryland,1995,193,0
mdctspecapp,SA,Court of Special Appeals of Maryland,1996,180,0
mdctspecapp,SA,Court of Special Appeals of Maryland,1997,188,0
mdctspecapp,SA,Court of Special Appeals of Maryland,1998,199,0
mdctspecapp,SA,Court of Special Appeals of Maryland,1999,175,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2000,207,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2001,191,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2002,209,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2003,153,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2004,168,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2005,171,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2006,160,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2007,152,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2008,167,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2009,162,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2010,193,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2011,170,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2012,156,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2013,167,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2014,170,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2015,167,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2016,164,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2017,130,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2018,138,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2019,151,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2020,114,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2021,120,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2022,106,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2023,89,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2024,122,0
mdctspecapp,SA,Court of Special Appeals of Maryland,2025,86,0
me,S,Supreme Judicial Court of Maine,1990,282,0
me,S,Supreme Judicial Court of Maine,1991,292,0
me,S,Supreme Judicial Court of Maine,1992,271,0
me,S,Supreme Judicial Court of Maine,1993,254,0
me,S,Supreme Judicial Court of Maine,1994,257,0
me,S,Supreme Judicial Court of Maine,1995,290,0
me,S,Supreme Judicial Court of Maine,1996,265,0
me,S,Supreme Judicial Court of Maine,1997,236,0
me,S,Supreme Judicial Court of Maine,1998,280,0
me,S,Supreme Judicial Court of Maine,1999,198,0
me,S,Supreme Judicial Court of Maine,2000,216,0
me,S,Supreme Judicial Court of Maine,2001,183,0
me,S,Supreme Judicial Court of Maine,2002,178,0
me,S,Supreme Judicial Court of Maine,2003,160,0
me,S,Supreme Judicial Court of Maine,2004,160,0
me,S,Supreme Judicial Court of Maine,2005,128,0
me,S,Supreme Judicial Court of Maine,2006,143,0
me,S,Supreme Judicial Court of Maine,2007,157,0
me,S,Supreme Judicial Court of Maine,2008,196,0
me,S,Supreme Judicial Court of Maine,2009,139,0
me,S,Supreme Judicial Court of Maine,2010,142,0
me,S,Supreme Judicial Court of Maine,2011,136,0
me,S,Supreme Judicial Court of Maine,2012,139,0
me,S,Supreme Judicial Court of Maine,2013,114,0
me,S,Supreme Judicial Court of Maine,2014,165,0
me,S,Supreme Judicial Court of Maine,2015,169,0
me,S,Supreme Judicial Court of Maine,2016,219,0
me,S,Supreme Judicial Court of Maine,2017,544,0
me,S,Supreme Judicial Court of Maine,2018,289,0
me,S,Supreme Judicial Court of Maine,2019,260,0
me,S,Supreme Judicial Court of Maine,2020,174,0
me,S,Supreme Judicial Court of Maine,2021,70,0
me,S,Supreme Judicial Court of Maine,2022,69,0
me,S,Supreme Judicial Court of Maine,2023,78,0
me,S,Supreme Judicial Court of Maine,2024,87,0
me,S,Supreme Judicial Court of Maine,2025,100,0
mich,S,Michigan Supreme Court,1990,66,0
mich,S,Michigan Supreme Court,1991,291,0
mich,S,Michigan Supreme Court,1992,84,0
mich,S,Michigan Supreme Court,1993,90,0
mich,S,Michigan Supreme Court,1994,91,0
mich,S,Michigan Supreme Court,1995,78,0
mich,S,Michigan Supreme Court,1996,99,0
mich,S,Michigan Supreme Court,1997,74,0
mich,S,Michigan Supreme Court,1998,138,0
mich,S,Michigan Supreme Court,1999,113,0
mich,S,Michigan Supreme Court,2000,152,0
mich,S,Michigan Supreme Court,2001,151,0
mich,S,Michigan Supreme Court,2002,143,0
mich,S,Michigan Supreme Court,2003,187,0
mich,S,Michigan Supreme Court,2004,837,0
mich,S,Michigan Supreme Court,2005,2469,0
mich,S,Michigan Supreme Court,2006,3106,0
mich,S,Michigan Supreme Court,2007,3303,0
mich,S,Michigan Supreme Court,2008,2881,0
mich,S,Michigan Supreme Court,2009,3681,0
mich,S,Michigan Supreme Court,2010,2586,0
mich,S,Michigan Supreme Court,2011,2441,0
mich,S,Michigan Supreme Court,2012,2395,0
mich,S,Michigan Supreme Court,2013,2311,0
mich,S,Michigan Supreme Court,2014,2248,0
mich,S,Michigan Supreme Court,2015,1899,0
mich,S,Michigan Supreme Court,2016,1990,0
mich,S,Michigan Supreme Court,2017,1701,0
mich,S,Michigan Supreme Court,2018,3131,0
mich,S,Michigan Supreme Court,2019,2757,0
mich,S,Michigan Supreme Court,2020,1260,0
mich,S,Michigan Supreme Court,2021,876,0
mich,S,Michigan Supreme Court,2022,117,0
mich,S,Michigan Supreme Court,2023,38,0
mich,S,Michigan Supreme Court,2024,54,0
mich,S,Michigan Supreme Court,2025,32,0
michctapp,SA,Michigan Court of Appeals,1990,454,0
michctapp,SA,Michigan Court of Appeals,1991,532,0
michctapp,SA,Michigan Court of Appeals,1992,483,0
michctapp,SA,Michigan Court of Appeals,1993,501,0
michctapp,SA,Michigan Court of Appeals,1994,493,0
michctapp,SA,Michigan Court of Appeals,1995,527,0
michctapp,SA,Michigan Court of Appeals,1996,355,0
michctapp,SA,Michigan Court of Appeals,1997,429,0
michctapp,SA,Michigan Court of Appeals,1998,381,0
michctapp,SA,Michigan Court of Appeals,1999,334,0
michctapp,SA,Michigan Court of Appeals,2000,308,0
michctapp,SA,Michigan Court of Appeals,2001,256,0
michctapp,SA,Michigan Court of Appeals,2002,279,0
michctapp,SA,Michigan Court of Appeals,2003,293,0
michctapp,SA,Michigan Court of Appeals,2004,342,0
michctapp,SA,Michigan Court of Appeals,2005,227,0
michctapp,SA,Michigan Court of Appeals,2006,226,0
michctapp,SA,Michigan Court of Appeals,2007,255,0
michctapp,SA,Michigan Court of Appeals,2008,219,0
michctapp,SA,Michigan Court of Appeals,2009,208,0
michctapp,SA,Michigan Court of Appeals,2010,197,0
michctapp,SA,Michigan Court of Appeals,2011,177,0
michctapp,SA,Michigan Court of Appeals,2012,186,0
michctapp,SA,Michigan Court of Appeals,2013,176,0
michctapp,SA,Michigan Court of Appeals,2014,236,409
michctapp,SA,Michigan Court of Appeals,2015,273,1678
michctapp,SA,Michigan Court of Appeals,2016,305,1662
michctapp,SA,Michigan Court of Appeals,2017,317,2878
michctapp,SA,Michigan Court of Appeals,2018,397,2620
michctapp,SA,Michigan Court of Appeals,2019,213,1737
michctapp,SA,Michigan Court of Appeals,2020,220,1197
michctapp,SA,Michigan Court of Appeals,2021,170,880
michctapp,SA,Michigan Court of Appeals,2022,173,1644
michctapp,SA,Michigan Court of Appeals,2023,126,1679
michctapp,SA,Michigan Court of Appeals,2024,139,1569
michctapp,SA,Michigan Court of Appeals,2025,131,1553
minn,S,Supreme Court of Minnesota,1990,222,0
minn,S,Supreme Court of Minnesota,1991,139,0
minn,S,Supreme Court of Minnesota,1992,200,0
minn,S,Supreme Court of Minnesota,1993,187,0
minn,S,Supreme Court of Minnesota,1994,183,0
minn,S,Supreme Court of Minnesota,1995,225,0
minn,S,Supreme Court of Minnesota,1996,201,0
minn,S,Supreme Court of Minnesota,1997,191,0
minn,S,Supreme Court of Minnesota,1998,241,0
minn,S,Supreme Court of Minnesota,1999,176,0
minn,S,Supreme Court of Minnesota,2000,178,0
minn,S,Supreme Court of Minnesota,2001,171,0
minn,S,Supreme Court of Minnesota,2002,212,0
minn,S,Supreme Court of Minnesota,2003,181,0
minn,S,Supreme Court of Minnesota,2004,156,0
minn,S,Supreme Court of Minnesota,2005,180,0
minn,S,Supreme Court of Minnesota,2006,213,0
minn,S,Supreme Court of Minnesota,2007,179,0
minn,S,Supreme Court of Minnesota,2008,161,0
minn,S,Supreme Court of Minnesota,2009,166,0
minn,S,Supreme Court of Minnesota,2010,155,0
minn,S,Supreme Court of Minnesota,2011,148,0
minn,S,Supreme Court of Minnesota,2012,155,0
minn,S,Supreme Court of Minnesota,2013,179,0
minn,S,Supreme Court of Minnesota,2014,134,0
minn,S,Supreme Court of Minnesota,2015,189,0
minn,S,Supreme Court of Minnesota,2016,219,0
minn,S,Supreme Court of Minnesota,2017,144,0
minn,S,Supreme Court of Minnesota,2018,133,0
minn,S,Supreme Court of Minnesota,2019,111,0
minn,S,Supreme Court of Minnesota,2023,15,0
minn,S,Supreme Court of Minnesota,2024,80,0
minn,S,Supreme Court of Minnesota,2025,89,0
minnctapp,SA,Court of Appeals of Minnesota,1990,385,0
minnctapp,SA,Court of Appeals of Minnesota,1991,395,0
minnctapp,SA,Court of Appeals of Minnesota,1992,394,0
minnctapp,SA,Court of Appeals of Minnesota,1993,377,0
minnctapp,SA,Court of Appeals of Minnesota,1994,339,0
minnctapp,SA,Court of Appeals of Minnesota,1995,353,0
minnctapp,SA,Court of Appeals of Minnesota,1996,299,0
minnctapp,SA,Court of Appeals of Minnesota,1997,278,0
minnctapp,SA,Court of Appeals of Minnesota,1998,216,0
minnctapp,SA,Court of Appeals of Minnesota,1999,260,0
minnctapp,SA,Court of Appeals of Minnesota,2000,284,0
minnctapp,SA,Court of Appeals of Minnesota,2001,284,0
minnctapp,SA,Court of Appeals of Minnesota,2002,232,0
minnctapp,SA,Court of Appeals of Minnesota,2003,279,0
minnctapp,SA,Court of Appeals of Minnesota,2004,236,0
minnctapp,SA,Court of Appeals of Minnesota,2005,190,0
minnctapp,SA,Court of Appeals of Minnesota,2006,162,0
minnctapp,SA,Court of Appeals of Minnesota,2007,174,0
minnctapp,SA,Court of Appeals of Minnesota,2008,149,0
minnctapp,SA,Court of Appeals of Minnesota,2009,210,0
minnctapp,SA,Court of Appeals of Minnesota,2010,188,0
minnctapp,SA,Court of Appeals of Minnesota,2011,144,0
minnctapp,SA,Court of Appeals of Minnesota,2012,144,0
minnctapp,SA,Court of Appeals of Minnesota,2013,113,0
minnctapp,SA,Court of Appeals of Minnesota,2014,113,639
minnctapp,SA,Court of Appeals of Minnesota,2015,103,1165
minnctapp,SA,Court of Appeals of Minnesota,2016,92,1138
minnctapp,SA,Court of Appeals of Minnesota,2017,127,187
minnctapp,SA,Court of Appeals of Minnesota,2018,70,0
minnctapp,SA,Court of Appeals of Minnesota,2019,60,0
minnctapp,SA,Court of Appeals of Minnesota,2023,19,69
minnctapp,SA,Court of Appeals of Minnesota,2024,260,168
minnctapp,SA,Court of Appeals of Minnesota,2025,50,89
miss,S,Mississippi Supreme Court,1990,820,0
miss,S,Mississippi Supreme Court,1991,823,1
miss,S,Mississippi Supreme Court,1992,896,0
miss,S,Mississippi Supreme Court,1993,1007,0
miss,S,Mississippi Supreme Court,1994,1059,0
miss,S,Mississippi Supreme Court,1995,1250,0
miss,S,Mississippi Supreme Court,1996,955,0
miss,S,Mississippi Supreme Court,1997,994,0
miss,S,Mississippi Supreme Court,1998,910,0
miss,S,Mississippi Supreme Court,1999,843,0
miss,S,Mississippi Supreme Court,2000,683,0
miss,S,Mississippi Supreme Court,2001,546,0
miss,S,Mississippi Supreme Court,2002,495,0
miss,S,Mississippi Supreme Court,2003,461,0
miss,S,Mississippi Supreme Court,2004,467,0
miss,S,Mississippi Supreme Court,2005,411,0
miss,S,Mississippi Supreme Court,2006,432,0
miss,S,Mississippi Supreme Court,2007,434,0
miss,S,Mississippi Supreme Court,2008,519,0
miss,S,Mississippi Supreme Court,2009,409,0
miss,S,Mississippi Supreme Court,2010,412,0
miss,S,Mississippi Supreme Court,2011,318,0
miss,S,Mississippi Supreme Court,2012,301,0
miss,S,Mississippi Supreme Court,2013,195,0
miss,S,Mississippi Supreme Court,2014,201,0
miss,S,Mississippi Supreme Court,2015,201,0
miss,S,Mississippi Supreme Court,2016,327,0
miss,S,Mississippi Supreme Court,2017,337,0
miss,S,Mississippi Supreme Court,2018,335,0
miss,S,Mississippi Supreme Court,2019,157,0
miss,S,Mississippi Supreme Court,2020,110,0
miss,S,Mississippi Supreme Court,2021,120,0
miss,S,Mississippi Supreme Court,2022,113,0
miss,S,Mississippi Supreme Court,2023,117,0
miss,S,Mississippi Supreme Court,2024,114,0
miss,S,Mississippi Supreme Court,2025,77,0
missctapp,SA,Court of Appeals of Mississippi,1994,6,0
missctapp,SA,Court of Appeals of Mississippi,1995,573,0
missctapp,SA,Court of Appeals of Mississippi,1996,261,0
missctapp,SA,Court of Appeals of Mississippi,1997,4,0
missctapp,SA,Court of Appeals of Mississippi,1998,212,0
missctapp,SA,Court of Appeals of Mississippi,1999,548,0
missctapp,SA,Court of Appeals of Mississippi,2000,543,0
missctapp,SA,Court of Appeals of Mississippi,2001,520,0
missctapp,SA,Court of Appeals of Mississippi,2002,590,0
missctapp,SA,Court of Appeals of Mississippi,2003,552,0
missctapp,SA,Court of Appeals of Mississippi,2004,594,0
missctapp,SA,Court of Appeals of Mississippi,2005,663,0
missctapp,SA,Court of Appeals of Mississippi,2006,633,0
missctapp,SA,Court of Appeals of Mississippi,2007,593,0
missctapp,SA,Court of Appeals of Mississippi,2008,537,0
missctapp,SA,Court of Appeals of Mississippi,2009,573,0
missctapp,SA,Court of Appeals of Mississippi,2010,464,0
missctapp,SA,Court of Appeals of Mississippi,2011,551,0
missctapp,SA,Court of Appeals of Mississippi,2012,489,0
missctapp,SA,Court of Appeals of Mississippi,2013,581,0
missctapp,SA,Court of Appeals of Mississippi,2014,470,0
missctapp,SA,Court of Appeals of Mississippi,2015,439,0
missctapp,SA,Court of Appeals of Mississippi,2016,502,0
missctapp,SA,Court of Appeals of Mississippi,2017,466,0
missctapp,SA,Court of Appeals of Mississippi,2018,425,0
missctapp,SA,Court of Appeals of Mississippi,2019,394,0
missctapp,SA,Court of Appeals of Mississippi,2020,357,0
missctapp,SA,Court of Appeals of Mississippi,2021,294,0
missctapp,SA,Court of Appeals of Mississippi,2022,286,0
missctapp,SA,Court of Appeals of Mississippi,2023,313,0
missctapp,SA,Court of Appeals of Mississippi,2024,338,0
missctapp,SA,Court of Appeals of Mississippi,2025,216,6
mo,S,Supreme Court of Missouri,1990,128,0
mo,S,Supreme Court of Missouri,1991,106,0
mo,S,Supreme Court of Missouri,1992,108,0
mo,S,Supreme Court of Missouri,1993,121,0
mo,S,Supreme Court of Missouri,1994,85,0
mo,S,Supreme Court of Missouri,1995,107,0
mo,S,Supreme Court of Missouri,1996,90,0
mo,S,Supreme Court of Missouri,1997,117,0
mo,S,Supreme Court of Missouri,1998,95,0
mo,S,Supreme Court of Missouri,1999,77,0
mo,S,Supreme Court of Missouri,2000,78,0
mo,S,Supreme Court of Missouri,2001,96,0
mo,S,Supreme Court of Missouri,2002,104,0
mo,S,Supreme Court of Missouri,2003,101,0
mo,S,Supreme Court of Missouri,2004,91,0
mo,S,Supreme Court of Missouri,2005,80,0
mo,S,Supreme Court of Missouri,2006,85,0
mo,S,Supreme Court of Missouri,2007,108,0
mo,S,Supreme Court of Missouri,2008,96,0
mo,S,Supreme Court of Missouri,2009,83,0
mo,S,Supreme Court of Missouri,2010,75,0
mo,S,Supreme Court of Missouri,2011,72,0
mo,S,Supreme Court of Missouri,2012,83,0
mo,S,Supreme Court of Missouri,2013,76,0
mo,S,Supreme Court of Missouri,2014,107,0
mo,S,Supreme Court of Missouri,2015,92,0
mo,S,Supreme Court of Missouri,2016,72,0
mo,S,Supreme Court of Missouri,2017,83,0
mo,S,Supreme Court of Missouri,2018,53,0
mo,S,Supreme Court of Missouri,2019,76,0
mo,S,Supreme Court of Missouri,2020,59,0
mo,S,Supreme Court of Missouri,2021,50,0
mo,S,Supreme Court of Missouri,2022,50,0
mo,S,Supreme Court of Missouri,2023,56,0
mo,S,Supreme Court of Missouri,2024,47,0
mo,S,Supreme Court of Missouri,2025,33,0
moctapp,SA,Missouri Court of Appeals,1990,1694,0
moctapp,SA,Missouri Court of Appeals,1991,1635,0
moctapp,SA,Missouri Court of Appeals,1992,1608,0
moctapp,SA,Missouri Court of Appeals,1993,1936,0
moctapp,SA,Missouri Court of Appeals,1994,1884,0
moctapp,SA,Missouri Court of Appeals,1995,1962,0
moctapp,SA,Missouri Court of Appeals,1996,2025,0
moctapp,SA,Missouri Court of Appeals,1997,2058,0
moctapp,SA,Missouri Court of Appeals,1998,1968,0
moctapp,SA,Missouri Court of Appeals,1999,1526,0
moctapp,SA,Missouri Court of Appeals,2000,1546,0
moctapp,SA,Missouri Court of Appeals,2001,1655,0
moctapp,SA,Missouri Court of Appeals,2002,1711,0
moctapp,SA,Missouri Court of Appeals,2003,1736,0
moctapp,SA,Missouri Court of Appeals,2004,1681,0
moctapp,SA,Missouri Court of Appeals,2005,1798,0
moctapp,SA,Missouri Court of Appeals,2006,1712,0
moctapp,SA,Missouri Court of Appeals,2007,1690,0
moctapp,SA,Missouri Court of Appeals,2008,1725,0
moctapp,SA,Missouri Court of Appeals,2009,1628,0
moctapp,SA,Missouri Court of Appeals,2010,1745,0
moctapp,SA,Missouri Court of Appeals,2011,1734,0
moctapp,SA,Missouri Court of Appeals,2012,1595,0
moctapp,SA,Missouri Court of Appeals,2013,1453,0
moctapp,SA,Missouri Court of Appeals,2014,1847,0
moctapp,SA,Missouri Court of Appeals,2015,1590,0
moctapp,SA,Missouri Court of Appeals,2016,1489,0
moctapp,SA,Missouri Court of Appeals,2017,1203,0
moctapp,SA,Missouri Court of Appeals,2018,1258,0
moctapp,SA,Missouri Court of Appeals,2019,996,0
moctapp,SA,Missouri Court of Appeals,2020,520,0
moctapp,SA,Missouri Court of Appeals,2021,520,0
moctapp,SA,Missouri Court of Appeals,2022,458,0
moctapp,SA,Missouri Court of Appeals,2023,612,0
moctapp,SA,Missouri Court of Appeals,2024,614,0
moctapp,SA,Missouri Court of Appeals,2025,442,9
mont,S,Montana Supreme Court,1990,491,1
mont,S,Montana Supreme Court,1991,349,0
mont,S,Montana Supreme Court,1992,479,0
mont,S,Montana Supreme Court,1993,586,0
mont,S,Montana Supreme Court,1994,484,0
mont,S,Montana Supreme Court,1995,511,0
mont,S,Montana Supreme Court,1996,509,0
mont,S,Montana Supreme Court,1997,519,0
mont,S,Montana Supreme Court,1998,460,0
